None,ticker,date,adj_high,adj_low,mid_prices
3060,AAL,2006-01-27,78.469931582817,73.533081582574,76.0015065826955
3059,AAL,2006-01-30,76.858959477475,74.650368687892,75.75466408268349
3058,AAL,2006-01-31,79.01558342495,75.377904477402,77.19674395117599
3057,AAL,2006-02-01,76.96289316169,73.662998687843,75.3129459247665
3056,AAL,2006-02-02,78.469931582817,75.351921056348,76.9109263195825
3055,AAL,2006-02-03,77.976246582793,75.871589477426,76.92391803010949
3054,AAL,2006-02-06,77.170760530122,74.468484740515,75.8196226353185
3053,AAL,2006-02-07,76.521175003774,74.364551056299,75.4428630300365
3052,AAL,2006-02-08,79.925003161837,75.377904477402,77.65145381961949
3051,AAL,2006-02-09,79.197467372327,76.781009214313,77.98923829332
3050,AAL,2006-02-10,79.249434214435,77.274694214337,78.262064214386
3049,AAL,2006-02-13,83.406781583061,79.379351319704,81.39306645138251
3048,AAL,2006-02-14,85.485455267374,81.613925530341,83.5496903988575
3047,AAL,2006-02-15,88.863300004383,84.056367109409,86.459833556896
3046,AAL,2006-02-16,88.083797372765,86.264957898991,87.174377635878
3045,AAL,2006-02-17,86.758642899016,84.004400267301,85.3815215831585
3044,AAL,2006-02-21,87.434211846417,81.328107898748,84.3811598725825
3043,AAL,2006-02-22,89.123134214922,86.52479210953,87.823963162226
3042,AAL,2006-02-23,90.993940530803,88.525515530682,89.75972803074251
3041,AAL,2006-02-24,88.291664741197,86.212991056883,87.25232789904
3040,AAL,2006-02-27,88.525515530682,86.005123688452,87.265319609567
3039,AAL,2006-02-28,86.914543425339,84.705952635757,85.810248030548
3038,AAL,2006-03-01,88.499532109628,84.705952635757,86.6027423726925
3037,AAL,2006-03-02,86.264957898991,84.705952635757,85.485455267374
3036,AAL,2006-03-03,84.887836583134,81.380074740856,83.133955661995
3035,AAL,2006-03-06,83.146947372522,81.535975267179,82.34146131985051
3034,AAL,2006-03-07,85.225621056835,83.146947372522,84.1862842146785
3033,AAL,2006-03-08,88.057813951711,83.406781583061,85.732297767386
3032,AAL,2006-03-09,86.810609741123,84.705952635757,85.75828118844001
3031,AAL,2006-03-10,87.12241079377,85.563405530536,86.34290816215301
3030,AAL,2006-03-13,87.564128951687,85.173654214727,86.36889158320699
3029,AAL,2006-03-14,89.77271974127,86.005123688452,87.888921714861
3028,AAL,2006-03-15,92.241144741391,88.863300004383,90.552222372887
3027,AAL,2006-03-16,91.851393425583,90.422305267617,91.1368493466
3026,AAL,2006-03-17,92.059260794014,90.552222372887,91.3057415834505
3025,AAL,2006-03-20,97.255945004797,92.059260794014,94.6576028994055
3024,AAL,2006-03-21,101.51722605764,95.177271320483,98.3472486890615
3023,AAL,2006-03-22,103.9077007946,96.320541846856,100.114121320728
3022,AAL,2006-03-23,103.67385000511,100.08813789967,101.88099395239
3021,AAL,2006-03-24,102.63451316296,100.19207158389,101.41329237342501
3020,AAL,2006-03-27,103.33606553141,101.51722605764,102.426645794525
3019,AAL,2006-03-28,101.85501053134,97.255945004797,99.5554777680685
3018,AAL,2006-03-29,98.6070828996,95.385138688915,96.9961107942575
3017,AAL,2006-03-30,99.308635268056,96.658326320557,97.9834807943065
3016,AAL,2006-03-31,103.98565105776,97.697663162713,100.8416571102365
3015,AAL,2006-04-03,103.93368421565,101.95894421555,102.94631421560001
3014,AAL,2006-04-04,105.49268947889,102.11484474188,103.803767110385
3013,AAL,2006-04-05,103.2321318472,101.2573918471,102.24476184714999
3012,AAL,2006-04-06,104.79113711043,101.5951763208,103.193156715615
3011,AAL,2006-04-07,105.8824407947,102.50459605769,104.193518426195
3010,AAL,2006-04-10,103.02426447877,97.048077636365,100.03617105756749
3009,AAL,2006-04-11,99.516502636487,96.138657899478,97.82758026798251
3008,AAL,2006-04-12,98.659049741708,95.515055794184,97.087052767946
3007,AAL,2006-04-13,101.67312658396,97.126027899527,99.3995772417435
3006,AAL,2006-04-17,100.2960052681,94.917437109944,97.60672118902201
3005,AAL,2006-04-18,97.697663162713,95.722923162616,96.7102931626645
3004,AAL,2006-04-19,102.50459605769,96.658326320557,99.5814611891235
3003,AAL,2006-04-20,102.99828105771,98.47716579433,100.73772342602001
3002,AAL,2006-04-21,99.438552373325,94.034000794111,96.736276583718
3001,AAL,2006-04-24,109.90987105805,101.43927579448,105.674573426265
3000,AAL,2006-04-25,114.06721842668,106.53202632104,110.29962237385999
2999,AAL,2006-04-26,112.40427947923,108.01308132112,110.208680400175
2998,AAL,2006-04-27,116.14589211099,110.58544000545,113.36566605822
2997,AAL,2006-04-28,115.31442263727,111.20904211075,113.26173237401
2996,AAL,2006-05-01,114.32705263722,112.22239553185,113.274724084535
2995,AAL,2006-05-02,121.86224474285,116.92539474261,119.39381974272999
2994,AAL,2006-05-03,125.70779105883,118.92611816376,122.31695461129499
2993,AAL,2006-05-04,127.83843158525,124.07083553243,125.95463355884
2992,AAL,2006-05-05,126.90302842731,124.56452053246,125.733774479885
2991,AAL,2006-05-08,129.39743684849,120.77094105859,125.08418895354
2990,AAL,2006-05-09,135.45157395405,124.85033816405,130.15095605905
2989,AAL,2006-05-10,135.58149105932,128.22818290106,131.90483698019
2988,AAL,2006-05-11,129.63128763797,124.72042105878,127.175854348375
2987,AAL,2006-05-12,129.8391550064,124.2007526377,127.01995382205001
2986,AAL,2006-05-15,129.7871881643,126.64319421677,128.215191190535
2985,AAL,2006-05-16,128.87776842741,123.49920026925,126.18848434833
2984,AAL,2006-05-17,123.55116711136,118.97808500587,121.264626058615
2983,AAL,2006-05-18,123.5251836903,121.2126592165,122.36892145339999
2982,AAL,2006-05-19,125.96762526937,121.73232763758,123.849976453475
2981,AAL,2006-05-22,123.42125000609,118.90013474271,121.1606923744
2980,AAL,2006-05-23,122.77166447974,117.15924553209,119.965455005915
2979,AAL,2006-05-24,117.86079790055,111.10510842653,114.48295316354
2978,AAL,2006-05-25,116.35375947942,112.76804737398,114.56090342670001
2977,AAL,2006-05-26,121.34257632177,115.2364723741,118.289524347935
2976,AAL,2006-05-30,119.83553790065,113.93730132141,116.88641961102999
2975,AAL,2006-05-31,122.90158158501,116.92539474261,119.91348816381
2974,AAL,2006-06-01,121.73232763758,118.35448290057,120.04340526907501
2973,AAL,2006-06-02,121.62839395337,117.57498026896,119.601687111165
2972,AAL,2006-06-05,121.05675869018,114.58688684776,117.82182276897001
2971,AAL,2006-06-06,120.27725605856,115.75614079518,118.01669842687
2970,AAL,2006-06-07,123.75903447979,119.62767053222,121.693352506005
2969,AAL,2006-06-08,122.90158158501,118.48440000584,120.692990795425
2968,AAL,2006-06-09,127.57859737471,122.58978053236,125.084188953535
2967,AAL,2006-06-12,123.68108421663,113.02788158452,118.354482900575
2966,AAL,2006-06-13,115.67819053202,106.53202632104,111.10510842653
2965,AAL,2006-06-14,114.76877079513,107.28554553161,111.02715816336999
2964,AAL,2006-06-15,119.41980316378,111.46887632129,115.44433974253499
2963,AAL,2006-06-16,123.94091842717,117.18522895315,120.56307369016
2962,AAL,2006-06-19,121.47249342704,118.35448290057,119.913488163805
2961,AAL,2006-06-20,123.94091842717,121.08274211123,122.5118302692
2960,AAL,2006-06-21,127.83843158525,122.12207895339,124.98025526932
2959,AAL,2006-06-22,128.77383474319,124.72042105878,126.747127900985
2958,AAL,2006-06-23,132.17766290126,127.52663053261,129.852146716935
2957,AAL,2006-06-26,131.55406079596,127.86441500631,129.709237901135
2956,AAL,2006-06-27,128.61793421687,121.70634421653,125.1621392167
2955,AAL,2006-06-28,126.87704500626,121.4984768481,124.18776092718
2954,AAL,2006-06-29,126.27942632202,121.94019500601,124.109810664015
2953,AAL,2006-06-30,132.25561316442,123.75903447979,128.007323822105
2952,AAL,2006-07-03,135.73739158564,130.8005415854,133.26896658552
2951,AAL,2006-07-05,140.31047369113,133.81461842765,137.06254605939
2950,AAL,2006-07-06,144.59773816503,138.25778342787,141.42776079645
2949,AAL,2006-07-07,145.76699211245,140.59629132272,143.181641717585
2948,AAL,2006-07-10,146.57247816512,142.38914737544,144.48081277028
2947,AAL,2006-07-11,140.33645711218,134.07445263819,137.205454875185
2946,AAL,2006-07-12,138.49163421736,134.8019884277,136.64681132253
2945,AAL,2006-07-13,132.64536448023,125.29205632197,128.9687104011
2944,AAL,2006-07-14,126.01959211148,118.01669842687,122.018145269175
2943,AAL,2006-07-17,126.7990947431,120.45914000594,123.62911737452
2942,AAL,2006-07-18,127.57859737471,121.4984768481,124.53853711140499
2941,AAL,2006-07-19,135.19173974351,129.163586059,132.17766290125502
2940,AAL,2006-07-20,134.41223711189,129.13760263795,131.77491987492
2939,AAL,2006-07-21,130.43677369064,125.1621392167,127.79945645366999
2938,AAL,2006-07-24,132.95716553287,129.03366895373,130.99541724329998
2937,AAL,2006-07-25,133.89256869081,127.99433211158,130.943450401195
2936,AAL,2006-07-26,133.55478421711,129.24153632216,131.398160269635
2935,AAL,2006-07-27,133.7886350066,123.42125000609,128.604942506345
2934,AAL,2006-07-28,126.33139316413,122.25199605866,124.291694611395
2933,AAL,2006-07-31,124.25271947981,116.27580921626,120.264264348035
2932,AAL,2006-08-01,119.41980316378,112.74206395293,116.080933558355
2931,AAL,2006-08-02,115.39237290043,111.05314158442,113.222757242425
2930,AAL,2006-08-03,121.99216184812,113.36566605822,117.67891395317
2929,AAL,2006-08-04,122.20002921655,114.48295316354,118.341491190045
2928,AAL,2006-08-07,114.61287026881,111.44289290023,113.02788158452
2927,AAL,2006-08-08,112.1964121108,107.31152895266,109.75397053173
2926,AAL,2006-08-09,108.8705342159,102.73844684717,105.804490531535
2925,AAL,2006-08-10,107.54537974215,102.34869553136,104.947037636755
2924,AAL,2006-08-11,104.45335263673,95.6189894784,100.036171057565
2923,AAL,2006-08-14,101.95894421555,98.087414478522,100.023179347036
2922,AAL,2006-08-15,105.51867289994,101.33534211026,103.4270075051
2921,AAL,2006-08-16,112.48222974239,105.54465632099,109.01344303169
2920,AAL,2006-08-17,115.02860500567,109.23430211065,112.13145355816
2919,AAL,2006-08-18,111.07912500548,107.5713631632,109.32524408434
2918,AAL,2006-08-21,108.48078290009,103.2321318472,105.856457373645
2917,AAL,2006-08-22,108.94848447906,103.38803237352,106.16825842629001
2916,AAL,2006-08-23,108.97446790011,104.81712053149,106.89579421580001
2915,AAL,2006-08-24,106.5580097421,102.8943473735,104.7261785578
2914,AAL,2006-08-25,106.32415895261,102.58254632085,104.45335263673
2913,AAL,2006-08-28,109.52011974224,104.19351842619,106.856819084215
2912,AAL,2006-08-29,112.27436237396,107.80521395269,110.039788163325
2911,AAL,2006-08-30,113.67746711087,108.32488237376,111.001174742315
2910,AAL,2006-08-31,112.74206395293,109.39020263697,111.06613329494999
2909,AAL,2006-09-01,110.42953947913,107.83119737374,109.130368426435
2908,AAL,2006-09-05,112.74206395293,109.85790421594,111.299984084435
2907,AAL,2006-09-06,110.84527421599,104.94703763675,107.89615592637
2906,AAL,2006-09-07,107.2335786895,100.81567368918,104.02462618934001
2905,AAL,2006-09-08,107.41546263688,102.53057947874,104.97302105781
2904,AAL,2006-09-11,106.48005947894,104.06360132092,105.27183039993
2903,AAL,2006-09-12,115.88605790045,105.15490500519,110.52048145282001
2902,AAL,2006-09-13,121.18667579545,115.26245579516,118.224565795305
2901,AAL,2006-09-14,121.55044369021,116.01597500572,118.783209347965
2900,AAL,2006-09-15,123.26534947976,118.48440000584,120.8748747428
2899,AAL,2006-09-18,120.8229079007,116.32777605837,118.57534197953501
2898,AAL,2006-09-19,121.81027790074,114.8467210583,118.32849947952
2897,AAL,2006-09-20,123.36928316398,120.92684158491,122.148062374445
2896,AAL,2006-09-21,122.90158158501,118.2245657953,120.563073690155
2895,AAL,2006-09-22,122.12207895339,118.09464869003,120.10836382171
2894,AAL,2006-09-25,124.1487857956,120.61504053226,122.38191316393
2893,AAL,2006-09-26,125.47394026935,122.04412869023,123.75903447978999
2892,AAL,2006-09-27,123.36928316398,115.39237290043,119.380828032205
2891,AAL,2006-09-28,117.91276474266,113.15779868979,115.535281716225
2890,AAL,2006-09-29,116.74351079523,114.5609034267,115.652207110965
2889,AAL,2006-10-02,120.95282500597,116.5356434268,118.744234216385
2888,AAL,2006-10-03,124.79837132194,119.31586947957,122.057120400755
2887,AAL,2006-10-04,126.1754926378,122.01814526918,124.09681895349
2886,AAL,2006-10-05,125.29205632197,119.08201869008,122.187037506025
2885,AAL,2006-10-06,126.56524395361,122.61576395342,124.590503953515
2884,AAL,2006-10-09,122.90158158501,120.8229079007,121.86224474285501
2883,AAL,2006-10-10,125.62984079567,123.91493500611,124.77238790089001
2882,AAL,2006-10-11,123.78501790084,118.71825079533,121.25163434808499
2881,AAL,2006-10-12,125.31803974302,122.25199605866,123.78501790083999
2880,AAL,2006-10-13,123.16141579555,118.43243316374,120.796924479645
2879,AAL,2006-10-16,120.56307369016,116.95137816366,118.75722592691
2878,AAL,2006-10-17,117.57498026896,114.53492000565,116.054950137305
2877,AAL,2006-10-18,120.8229079007,113.83336763719,117.328137768945
2876,AAL,2006-10-19,123.99288526927,118.90013474271,121.44651000599
2875,AAL,2006-10-20,130.48874053275,123.94091842717,127.21482947996
2874,AAL,2006-10-23,133.68470132238,129.08563579584,131.38516855911
2873,AAL,2006-10-24,132.12569605915,128.12424921685,130.12497263799997
2872,AAL,2006-10-25,131.60602763807,124.4865702693,128.046298953685
2871,AAL,2006-10-26,131.99577895388,126.61721079572,129.3064948748
2870,AAL,2006-10-27,131.16430948015,126.95499526942,129.059652374785
2869,AAL,2006-10-30,133.7886350066,128.35810000633,131.073367506465
2868,AAL,2006-10-31,134.20436974346,127.70851447998,130.95644211172
2867,AAL,2006-11-01,130.22890632221,125.18812263775,127.70851447998001
2866,AAL,2006-11-02,126.07155895359,122.12207895339,124.09681895349
2865,AAL,2006-11-03,125.26607290091,122.12207895339,123.69407592715001
2864,AAL,2006-11-06,131.16430948015,124.98025526932,128.07228237473498
2863,AAL,2006-11-07,133.1650329013,129.73522132219,131.45012711174502
2862,AAL,2006-11-08,130.51472395381,126.8510615852,128.682892769505
2861,AAL,2006-11-09,128.33211658528,126.56524395361,127.44868026944499
2860,AAL,2006-11-10,130.43677369064,127.31876316417,128.877768427405
2859,AAL,2006-11-13,134.8019884277,128.51400053265,131.65799448017498
2858,AAL,2006-11-14,133.58076763817,128.22818290106,130.90447526961498
2857,AAL,2006-11-15,154.99110658659,138.62155132263,146.80632895461002
2856,AAL,2006-11-16,162.57826553433,150.96367632323,156.77097092878
2855,AAL,2006-11-17,157.48551500777,152.26284737593,154.87418119185
2854,AAL,2006-11-20,157.43354816566,154.96512316554,156.19933566560002
2853,AAL,2006-11-21,159.3823047447,153.30218421809,156.342244481395
2852,AAL,2006-11-22,163.95538685019,158.00518342885,160.98028513952
2851,AAL,2006-11-24,164.39710500811,161.09721053426,162.74715777118502
2850,AAL,2006-11-27,163.17588421857,152.7305489549,157.95321658673498
2849,AAL,2006-11-28,152.26284737593,148.1055000073,150.184173691615
2848,AAL,2006-11-29,155.95249316559,146.80632895461,151.37941106009998
2847,AAL,2006-11-30,150.31409079689,145.50715790191,147.9106243494
2846,AAL,2006-12-01,151.97702974434,143.68831842814,147.83267408624
2845,AAL,2006-12-04,151.24949395483,145.37724079664,148.313367375735
2844,AAL,2006-12-05,151.58727842853,147.61181500728,149.599546717905
2843,AAL,2006-12-06,158.00518342885,151.22351053377,154.61434698131
2842,AAL,2006-12-07,157.30363106039,152.78251579701,155.04307342869998
2841,AAL,2006-12-08,155.84855948137,150.88572606007,153.36714277072
2840,AAL,2006-12-11,162.91605000803,155.97847658664,159.44726329733498
2839,AAL,2006-12-12,158.78468606046,152.26284737593,155.523766718195
2838,AAL,2006-12-13,162.26646448169,152.34079763909,157.30363106039
2837,AAL,2006-12-14,153.30218421809,146.70239527039,150.00228974424
2836,AAL,2006-12-15,151.74317895485,146.49452790196,149.118853428405
2835,AAL,2006-12-18,149.14483684946,143.55840132287,146.351619086165
2834,AAL,2006-12-19,150.93769290218,140.31047369113,145.624083296655
2833,AAL,2006-12-20,148.36533421784,144.75363869135,146.559486454595
2832,AAL,2006-12-21,147.55984816517,141.84349553331,144.70167184924
2831,AAL,2006-12-22,144.7276552703,140.31047369113,142.519064480715
2830,AAL,2006-12-26,146.00084290194,142.36316395439,144.182003428165
2829,AAL,2006-12-27,148.88500263892,144.20798684922,146.54649474407
2828,AAL,2006-12-28,148.20943369152,142.31119711228,145.26031540190002
2827,AAL,2006-12-29,145.71502527034,139.92072237532,142.81787382283
2826,AAL,2007-01-03,147.89763263887,140.02465605954,143.961144349205
2825,AAL,2007-01-04,153.6919355339,139.40105395424,146.54649474407
2824,AAL,2007-01-05,153.6919355339,150.44400790216,152.06797171802998
2823,AAL,2007-01-08,157.14773053407,148.20943369152,152.678582112795
2822,AAL,2007-01-09,156.42019474456,149.56057158632,152.99038316544
2821,AAL,2007-01-10,156.00446000769,148.98893632314,152.496698165415
2820,AAL,2007-01-11,159.01853684995,152.99038316544,156.004460007695
2819,AAL,2007-01-12,162.39638158696,157.45953158671,159.927956586835
2818,AAL,2007-01-16,161.3570447448,158.00518342885,159.681114086825
2817,AAL,2007-01-17,160.81139290267,151.7171955338,156.26429421823502
2816,AAL,2007-01-18,154.99110658659,149.14483684946,152.067971718025
2815,AAL,2007-01-19,151.56129500747,147.7157486915,149.63852184948502
2814,AAL,2007-01-22,151.63924527064,146.00084290194,148.82004408629
2813,AAL,2007-01-23,144.46782105976,137.40033053309,140.93407579642502
2812,AAL,2007-01-24,140.7781752701,135.24370658562,138.01094092786002
2811,AAL,2007-01-25,140.54432448062,135.7633750067,138.15384974365998
2810,AAL,2007-01-26,138.7514684279,133.86658526976,136.30902684883
2809,AAL,2007-01-29,145.24732369137,135.50354079616,140.375432243765
2808,AAL,2007-01-30,143.71430184919,135.24370658562,139.47900421740502
2807,AAL,2007-01-31,146.15674342826,134.464203954,140.31047369113
2806,AAL,2007-02-01,150.80777579691,144.20798684922,147.507881323065
2805,AAL,2007-02-02,152.67858211279,147.22206369147,149.95032290212998
2804,AAL,2007-02-05,152.44473132331,148.15746684941,150.30109908636
2803,AAL,2007-02-06,152.52268158647,148.93696948103,150.72982553375
2802,AAL,2007-02-07,151.82112921801,149.95032290213,150.88572606007
2801,AAL,2007-02-08,154.65332211289,149.71647211265,152.18489711277
2800,AAL,2007-02-09,155.51077500767,148.44328448101,151.97702974434
2799,AAL,2007-02-12,154.47143816551,151.32744421799,152.89944119175
2798,AAL,2007-02-13,155.43282474451,153.04235000755,154.23758737602998
2797,AAL,2007-02-14,151.17154369167,149.37868763895,150.27511566531
2796,AAL,2007-02-15,150.85974263902,149.01491974419,149.93733119160498
2795,AAL,2007-02-16,150.39204106005,145.87092579667,148.13148342836
2794,AAL,2007-02-20,149.22278711262,144.25995369133,146.74137040197502
2793,AAL,2007-02-21,147.17009684936,144.28593711238,145.72801698087
2792,AAL,2007-02-22,144.75363869135,140.64825816483,142.70094842809
2791,AAL,2007-02-23,142.90881579652,139.47900421741,141.19391000696498
2790,AAL,2007-02-26,142.31119711228,138.41368395419,140.362440533235
2789,AAL,2007-02-27,138.77745184895,131.52807737491,135.15276461193
2788,AAL,2007-02-28,136.54287763831,131.4761105328,134.009494085555
2787,AAL,2007-03-01,136.59484448042,131.00840895383,133.801626717125
2786,AAL,2007-03-02,137.94598237522,131.52807737491,134.737029875065
2785,AAL,2007-03-05,133.60675105922,129.5013705327,131.55406079596
2784,AAL,2007-03-06,132.74929816444,130.09898921694,131.42414369069002
2783,AAL,2007-03-07,130.90447526961,127.37073000628,129.137602637945
2782,AAL,2007-03-08,132.33356342758,127.60458079577,129.96907211167502
2781,AAL,2007-03-09,129.65727105903,126.48729369045,128.07228237473998
2780,AAL,2007-03-12,132.51544737496,127.68253105893,130.098989216945
2779,AAL,2007-03-13,127.78646474314,122.07011211128,124.92828842720999
2778,AAL,2007-03-14,124.22673605876,114.35303605827,119.28988605851501
2777,AAL,2007-03-15,121.99216184812,119.10800211114,120.55008197963
2776,AAL,2007-03-16,122.07011211128,119.15996895325,120.615040532265
2775,AAL,2007-03-19,124.77238790089,120.30323947962,122.537813690255
2774,AAL,2007-03-20,128.35810000633,124.33066974297,126.34438487465
2773,AAL,2007-03-21,129.21555290111,125.05820553248,127.136879216795
2772,AAL,2007-03-22,131.1383260591,124.07083553243,127.604580795765
2771,AAL,2007-03-23,125.60385737462,122.82363132185,124.213744348235
2770,AAL,2007-03-26,123.62911737452,120.5370902691,122.08310382181
2769,AAL,2007-03-27,121.78429447969,119.13398553219,120.45914000594
2768,AAL,2007-03-28,121.08274211123,117.65293053212,119.367836321675
2767,AAL,2007-03-29,122.09609553234,115.93802474256,119.01706013745
2766,AAL,2007-03-30,120.8229079007,115.78212421624,118.30251605847
2765,AAL,2007-04-02,118.1725989532,114.14516868984,116.15888382151999
2764,AAL,2007-04-03,124.74640447984,120.27725605856,122.5118302692
2763,AAL,2007-04-04,125.4999236904,120.14733895329,122.823631321845
2762,AAL,2007-04-05,122.8496147429,119.60168711116,121.22565092703
2761,AAL,2007-04-09,124.64247079562,119.41980316378,122.0311369797
2760,AAL,2007-04-10,122.87559816395,118.87415132165,120.8748747428
2759,AAL,2007-04-11,119.03005184798,116.27580921626,117.65293053212
2758,AAL,2007-04-12,116.97736158472,114.14516868984,115.56126513728
2757,AAL,2007-04-13,117.52301342685,114.35303605827,115.93802474256
2756,AAL,2007-04-16,119.65365395327,117.70489737423,118.67927566374999
2755,AAL,2007-04-17,120.71897421648,116.92539474261,118.822184479545
2754,AAL,2007-04-18,123.75903447979,118.64030053217,121.19966750598
2753,AAL,2007-04-19,122.07011211128,117.31514605842,119.69262908485
2752,AAL,2007-04-20,119.28988605851,115.93802474256,117.613955400535
2751,AAL,2007-04-23,118.61431711111,111.83264421604,115.223480663575
